,Unnamed: 0,Company Ticker,Current Price,Graham Intrinsic,Modern Intrinsic,Financial Intrinsic
2503,2503,ASAI,17.85,34.819399999999995,23.1572,18.62032832
2505,2505,AL,43.4,149.0844,86.6147,48.94409683
2511,2511,BANDHANBNK.NS,244.3,1097.8995999999995,593.6922999999999,316.44170546
2515,2515,JSWENERGY.NS,229.95,496.543,261.609,337.80036599999994
2517,2517,9719.T,1955.0,10652.65,6209.7625,2197.63816125
2529,2529,HFG.DE,22.2,87.5292,49.5121,25.8515026
2537,2537,PFC.NS,145.8,910.5306,552.0928,158.42218391999998
2539,2539,NVEI,33.14,74.96000000000001,39.68000000000001,47.137856
2543,2543,3291.T,2059.0,6944.686000000001,4124.148,2273.9129952000003
2544,2544,GARAN.IS,21.06,120.14999999999998,64.19999999999999,28.57911
2547,2547,TA1.F,6.56,20.886399999999995,12.120699999999998,7.35325476
2557,2557,KRC,39.76,1044.29,537.38,75.57668
2566,2566,FRAS.L,760.0,1779.7499999999998,951.75,1028.34765
2567,2567,CONCOR.NS,609.45,1361.8616000000002,716.6258,903.2080431
2569,2569,BUCN.SW,411.2,755.7998000000001,418.3524000000001,499.2938808
2571,2571,H5P.F,19.5,79.577,43.941,23.876044500000003
2574,2574,CAST.ST,146.75,441.4500000000001,310.65000000000003,150.493575
2585,2585,ESNT,42.33,93.896,57.618,45.6537678
2586,2586,CABO,791.65,1461.1950000000002,871.59,870.7696800000001
2596,2596,SID,3.27,23.46816,15.68858,3.391892565999999
2597,2597,LIGHT.AS,32.7,78.7094,46.75220000000001,36.13543174
2598,2598,D01.SI,3.33,17.976,9.538,4.684977
2602,2602,SCR.PA,22.52,72.125,39.5,28.06615
2608,2608,ASO,57.38,199.165,117.54,63.712557
2609,2609,AT1.F,2.577,18.1179,10.4092,2.9437904999999995
2613,2613,SAM,359.98,5898.4962,3002.2955999999995,894.98316096
2615,2615,TGNA,19.93,62.415,37.23,21.9219
2625,2625,6770.TW,33.7,510.111,263.718,59.5078092
2639,2639,INDIANB.NS,289.85,587.106,325.398,351.00520140000003
2648,2648,APPF,124.31,259.74,142.08,155.40000000000003
2649,2649,2875.T,5580.0,12663.978,7108.314,6595.7097078
2651,2651,SMG,76.7,139.42499999999998,92.95,79.79504
2658,2658,SAIL.NS,84.55,385.762,214.936,101.26789839999998
2662,2662,NMDC.NS,118.8,303.069,185.277,128.3942616
2665,2665,ATCO,15.35,31.31,17.36,18.514936
2669,2669,OLPX,6.36,12.217,6.631,8.264770099999998
2670,2670,FCC.MC,8.97,55.84400000000001,30.452,11.369176000000005
2672,2672,G24.F,51.32,918.4588,522.9469,59.446203180000005
2674,2674,601866.SS,2.55,4.10424,2.59112,2.708567512
2675,2675,NEOG,19.64,33.059999999999995,19.72,21.6282
2692,2692,ZWS,23.25,80.325,45.36,27.198989999999995
2694,2694,ONEX.TO,67.44,2134.19,1092.78,141.61308
2695,2695,ESGR,241.11,2245.8,1339.6,265.24080000000004
2696,2696,ALSN,45.32,87.3392,50.46210000000001,51.355545930000005
2702,2702,UTDI.F,19.6,49.126,28.798,21.8978914
2706,2706,FL,44.82,227.7352,122.3376,59.4771408
2712,2712,TRTN,71.74,146.20499999999998,87.21,78.88914000000001
2719,2719,TTB.BK,1.4,4.14552,2.3257600000000003,1.656203872
2721,2721,PETRONET.NS,222.3,494.2475999999999,296.1563,243.70698361
2722,2722,EVN.AX,3.12,6.12804,3.677270000000001,3.415836173
2726,2726,UMPQ,18.95,56.43,33.66,20.84346
2730,2730,FIZZ,44.76,109.1046,59.5848,56.20291608000001
2742,2742,3481.TW,12.65,73.74600000000001,37.340500000000006,39.78314925
2743,2743,KMPR,64.59,200.64,119.68,71.01248000000001
2752,2752,AKBNK.IS,14.7,92.058,49.714000000000006,19.089573
2757,2757,MTG,13.92,22.3944,14.7447,14.549187600000002
2762,2762,FTT.TO,37.07,67.353,37.609,44.21926080000001
2764,2764,AEL,47.3,402.82200000000006,220.386,59.13909960000001
2766,2766,AB,39.38,124.7868,70.8084,45.6674094
2782,2782,SAHOL.IS,37.14,114.894,63.882,44.730667800000006
2787,2787,VPK.AS,29.54,50.7152,31.7376,31.53119424
2798,2798,INDF.JK,6900.0,14116.416,9080.0905,7265.417870900002
2802,2802,BTG,3.62,28.615,15.929999999999998,4.347119999999999
2822,2822,PINC,32.41,58.14,36.0825,34.78249724999999
2824,2824,PCH,47.8,86.21000000000001,55.92,50.202180000000006
2828,2828,SINCH.ST,44.2,475.688,259.184,55.909248000000005
2832,2832,BIMAS.IS,120.0,541.5083999999999,282.60669999999993,190.33712095
2835,2835,SRAD,12.6,8771.893199999999,4500.099099999999,25.0815873
2839,2839,TKC,4.43,52.5225,28.31,5.8069025000000005
2840,2840,FIBK,36.69,71.295,43.650000000000006,39.59928
2841,2841,RECLTD.NS,117.0,1087.996,638.323,130.5424043
2852,2852,OBEROIRLTY.NS,859.0,1824.9224,965.6462,1227.88704604
2854,2854,GAW.L,9240.0,29928.9,15783.4,13491.471640000002
2868,2868,0069.HK,8.26,19.70694,10.769220000000002,10.367773848
2875,2875,JUBLFOOD.NS,460.35,1088.8912,577.6656,648.29134416
2877,2877,GCO.MC,28.6,58.830000000000005,35.52,31.16702400000001
2896,2896,YKBNK.IS,8.13,39.88799999999999,21.594,10.4714082
2900,2900,SLM,15.25,130.9048,73.89489999999999,17.86242353
2901,2901,VNT,23.14,58.853,36.49399999999999,24.8504608
2907,2907,DLG.MI,21.34,47.291,27.248,24.2848062
2908,2908,MYOR.JK,2440.0,6849.331199999999,3678.1056,3243.53138688
2915,2915,VONN.SW,58.6,206.125,114.75,70.329
2919,2919,BIOCON.NS,242.35,828.8410000000001,431.443,394.2847395
2927,2927,0014.HK,26.9,86.11800000000001,55.7915,28.25876515
2928,2928,SEM,28.85,54.6962,32.6556,31.75819632
2936,2936,2128.HK,8.55,16.490699999999997,11.2566,8.832453959999999
2946,2946,TTKOM.IS,18.99,36.309,20.657,22.0155117
2948,2948,ASB,23.63,53.165,32.55,25.474931999999995
2949,2949,GICRE.NS,158.4,376.2,219.0375,178.27900875
2956,2956,LOPE,112.89,1027.325,528.65,214.45205
2961,2961,0023.HK,10.36,30.349,17.622,11.685628800000002
2964,2964,ALK-B.CO,104.1,542.303,277.394,224.0279344
2971,2971,PAAS,16.48,36.363,20.519,19.3761274
2974,2974,AVNT,37.88,90.3,53.400000000000006,41.94888
2976,2976,FHI,39.84,118.902,67.646,46.0634096
2982,2982,SFM,32.58,61.6248,37.4949,35.33332509000001
2988,2988,BCP.LS,0.2098,0.7774,0.4161999999999999,0.28243276
2992,2992,TNL,41.46,105.3468,59.1084,48.9809268
2993,2993,BION.SW,57.5,555.8256,317.8428,66.06083088
3000,3000,CVBF,24.49,42.75,25.5,26.961
3014,3014,PACW,27.84,83.78999999999999,49.98,30.65832
3017,3017,FEDERALBNK.NS,131.45,449.942,245.156,166.16468160000002
3019,3019,ARCLK.IS,94.85,477.20200000000006,253.5885,132.24025515
3027,3027,RLX,2.07,5.20288,2.99194,2.361659652
3030,3030,ABCB,48.46,129.36,79.2,52.291008000000005
3033,3033,ILU.AX,10.87,93.7582,62.58160000000001,11.2786204
3040,3040,ACE.MI,14.34,25.058,16.214000000000002,15.0974048
3041,3041,COROMANDEL.NS,924.9,1740.97,994.84,1063.4613499999998
3047,3047,BTS.BK,8.15,35.629999999999995,19.19,10.70747
3054,3054,PFSI,65.57,1045.1632000000002,580.1116000000001,79.05352108000001
3073,3073,SMGR.JK,7750.0,14951.337600000004,8770.258800000001,8649.884526480002
3083,3083,LAZ,37.82,86.16300000000001,53.339000000000006,40.6232435
3096,3096,GPI,224.8,608.159,357.51199999999994,250.43288140000004
3105,3105,ESCORTS.NS,2057.8,3708.8792,2074.8246,2446.75049328
3106,3106,TV,5.7,21.183,12.489,6.378028799999999
3112,3112,CATY,43.82,78.4,48.0,47.31264
3116,3116,AUROPHARMA.NS,468.85,2857.468,1681.404,521.5384439999999
3117,3117,FIE.F,33.4,67.693,37.669,40.232299
3118,3118,DQ,42.12,269.008,139.179,73.75491989999999
3130,3130,HIW,29.68,50.47,30.9,32.081616000000004
3141,3141,VID.MC,93.5,219.742,125.326,107.8248704
3145,3145,RAJESHEXPO.NS,855.2,1650.663,902.139,1071.5863998
3161,3161,GNN.F,22.54,84.6756,45.8853,28.875407730000003
3167,3167,STNE,9.62,34.992,18.981,12.4423398
3170,3170,NOMD,17.92,37.264,22.399500000000003,19.5351588
3171,3171,4912.T,1407.0,3332.7728,1948.5639000000003,1575.45639369
3172,3172,WSFS,50.45,110.5,64.6,56.510720000000006
3183,3183,OIL.NS,223.55,1844.97,995.91,291.1931369999999
3185,3185,WD,93.89,219.165,130.73000000000002,103.28439000000004
3197,3197,VAKBN.IS,8.02,104.69,57.57,9.886194
3202,3202,ZGN,12.36,65.7216,36.8208,14.61541248
3203,3203,STEP,29.6,162.05800000000002,97.47400000000002,32.35389300000001
3211,3211,SIM.CO,507.0,2454.3272,1272.1536,865.74705264
3219,3219,PJT,76.74,268.164,146.952,95.36304959999998
3232,3232,CRC,42.49,564.465,376.31,44.117216
3235,3235,PSEC,7.55,22.2,14.4,7.9002
3241,3241,DLG.L,179.5,306.0,223.125,182.6616
3246,3246,PNN.L,904.0,7713.784000000001,5056.717,944.5951719
3247,3247,INMD,34.62,130.32600000000002,69.94800000000001,46.2145392
3249,3249,LCII,111.18,304.095,169.29,133.40052
3256,3256,CNO,25.87,95.475,56.95,28.485050000000005
3258,3258,AX,48.72,97.47,58.14,53.6085
3264,3264,WOR,58.57,1053.165,558.235,82.8990485
3266,3266,AAWW,102.2,384.75,229.5,112.41450000000002
3269,3269,SFNC,22.47,41.625,27.0,23.625000000000004
3274,3274,ETRN,6.83,55.86200000000001,30.846000000000004,8.347977000000002
3281,3281,SQN.SW,171.9,398.7264,216.0832,220.93660864000003
3282,3282,AUB,38.59,82.565,50.55,41.67342
3288,3288,FULT,17.31,33.075,20.25,18.6624
3291,3291,BKU,37.66,96.1188,57.5744,41.23582328
3293,3293,9468.T,2620.0,5845.45,3333.85,3019.98372
3301,3301,EFGN.SW,8.52,20.757,11.396,10.5491218
3302,3302,WAF.F,82.55,359.9776,194.7288,106.7541552
3311,3311,ROG,150.99,1435.3300000000002,727.62,443.591904
3317,3317,ABCL,9.83,18.24,10.88,10.74304
3324,3324,3333.HK,1.65,86.2302,47.1576,2.05931712
3327,3327,SAFE.L,1035.0,2360.4,1411.2,1136.2982400000003
3329,3329,GNW,5.92,15.54,10.08,6.2181
3332,3332,TRI.PA,131.2,287.03100000000006,163.39800000000002,151.6119432
3337,3337,MDC,37.91,208.485,121.155,42.695268000000006
3344,3344,NOD.OL,141.05,1867.8448,940.1373999999998,718.83334326
3354,3354,IPCALAB.NS,874.6,5105.7522,2784.3436,1102.60275904
3361,3361,FNTN.F,22.58,100.0776,62.2488,24.186091920000003
3363,3363,REZI,18.79,54.83899999999999,28.217,35.7556573
3366,3366,SBCF,32.21,53.53,32.32,35.11871
3383,3383,LGIH,113.53,574.6895999999999,328.7598,130.39222092
3390,3390,IFS,22.28,94.598,58.464,23.8952112
3393,3393,CSIQ,40.32,77.35,45.22,45.18192
3397,3397,EBRO.MC,15.94,39.04,23.04,17.632128
3398,3398,SAGE,45.01,1036.701,549.783,63.5432562
3402,3402,MULT3.SA,23.66,84.34559999999999,45.9678,29.82406458
3414,3414,JKS,52.8,122.656,63.528,91.6117776
3416,3416,JKCEMENT.NS,2802.95,7838.399999999999,4156.3875,3957.7321875
3420,3420,SPB,64.07,211.03,118.44,75.664548
3426,3426,UGP,2.5,8.475,4.65,3.10062
3428,3428,KCR.HE,30.29,106.765,57.865,38.9376845
3442,3442,IBTX,62.51,143.35500000000002,85.51,68.83052
3443,3443,CALM,53.62,682.397,344.96600000000007,184.32111520000004
3449,3449,YY,34.85,1008.7732,555.3441,42.83832108
3454,3454,LICHSGFIN.NS,377.9,2410.947,1355.816,445.0127066
3455,3455,MATX,68.32,244.09,139.48,78.59697999999999
3467,3467,HELE,103.38,246.96,151.2,111.694464
3480,3480,COLB,31.86,66.15,40.5,34.46712000000001
3491,3491,FRME,42.25,68.175,42.42,45.16245299999999
3495,3495,7030.SR,10.4,94.126,48.108,22.8981312
3506,3506,SWON.SW,14.78,54.834,30.552,17.6997312
3507,3507,ABR,14.65,34.544999999999995,21.15,15.83712
3508,3508,TROX,16.25,217.85760000000005,126.7488,18.30765888
3523,3523,ASHM.L,270.2,490.0,322.0,282.359
3526,3526,NHI,58.01,117.99,70.38,63.80154
3527,3527,UNFI,41.38,74.48,46.865,44.013543000000006
3528,3528,NAVI,18.74,108.531,67.05300000000001,20.129970900000004
3530,3530,BMA,20.41,292.2192,159.9696,25.461928800000003
3535,3535,APAM,36.0,233.68500000000003,127.98,44.861607
3537,3537,FFBC,25.71,50.73,30.26,28.27352
3539,3539,ELF.TO,921.0,4607.68,2632.96,1059.7664
3542,3542,PSM.F,9.67,20.296,13.393,10.0845927
3555,3555,THRM,71.23,142.74,78.08,88.93799999999999
3574,3574,HALKB.IS,8.99,42.3936,26.2568,9.63198784
3583,3583,IRE.MI,1.66,3.2219999999999995,2.106,1.7376012
3590,3590,CCOLA.IS,173.5,616.823,321.749,276.662042
3595,3595,VET,14.78,77.4928,42.9814,17.85671426
3599,3599,GRI.L,255.4,572.2599999999999,325.17999999999995,296.075822
3608,3608,CCA.TO,69.2,96.628,70.64399999999999,70.44108119999997
3617,3617,MAHABANK.NS,28.2,72.527,38.766000000000005,38.240420400000005
3623,3623,ROVI.MC,40.3,86.35000000000001,46.2,54.30645000000001
3625,3625,CPS.WA,17.91,66.75,38.27,20.442143
3648,3648,LAURUSLABS.NS,340.05,1425.84,763.19,458.1607800000001
3653,3653,GFF,39.59,88.28280000000001,49.0639,47.67609868
3656,3656,SUNTV.NS,461.35,1490.9828,834.9764,547.5176495199998
3662,3662,PAX,15.1,58.0992,31.6896,19.08900288
3667,3667,FTDR,27.33,81.089,44.147000000000006,34.622802199999995
3671,3671,ENTRA.OL,120.8,839.607,516.4110000000001,130.1524344
3672,3672,WSBC,37.4,70.39500000000001,41.99,41.13538000000001
3687,3687,HTH,33.71,228.69000000000003,130.68,38.80008
3704,3704,0813.HK,4.42,75.25800000000001,47.804,4.6636576
3720,3720,NUS,42.54,80.2956,50.13029999999999,45.44081916
3722,3722,SAH,58.42,184.943,105.479,67.35307150000001
3725,3725,HTLF,49.9,120.84,72.08,54.84864
3727,3727,4587.T,2063.0,4342.7976,2265.6138,3283.07022636
3730,3730,RAMCOCEM.NS,734.2,1402.7243999999998,786.6672,869.05048824
3743,3743,PIPR,156.1,343.71000000000004,205.02,171.66204000000002
3749,3749,RNST,37.22,70.11,41.82,40.88766
3752,3752,VCTR,30.05,94.752,55.296,33.70308479999999
3756,3756,MOMO,9.92,16.8668,12.5309,10.04820985
3758,3758,MCY,37.18,570.7109999999999,303.973,51.2537067
3763,3763,RYM.NZ,6.33,21.4484,12.3192,7.255382399999999
3766,3766,CSTM,13.99,64.5216,33.5808,22.75443072
3767,3767,SAFE,32.67,92.99899999999998,49.60699999999999,44.5991451
3768,3768,SNEX,103.96,266.91,149.24,123.702166
3777,3777,DKL,47.08,144.87879999999998,83.93439999999998,53.22313744
3789,3789,DOOR,90.11,300.545,157.89,135.16215000000005
3790,3790,CCS,63.85,222.277,134.101,69.5737364
3794,3794,3532.TW,154.0,374.3396,196.4373,233.0002161
3814,3814,WGO,64.59,178.255,101.86,74.22353
3833,3833,SON.LS,0.9375,3.5665000000000004,1.8795,1.3755325500000002
3850,3850,PTVE,10.86,331.0656,169.0803,24.39584532
3859,3859,NMIH,22.95,81.32520000000001,46.2176,26.59121536
3866,3866,EQB.TO,67.41,613.8299999999999,342.5275,80.59231775
3872,3872,FIH-U.TO,13.77,199.305,108.15,17.640192
3885,3885,GYC.DE,10.2,38.4714,24.7632,10.711675919999998
3896,3896,MDRX,17.46,116.375,71.25,18.878400000000003
3902,3902,HTGC,14.24,51.8,33.599999999999994,14.9646
3909,3909,PCRX,39.95,214.785,116.55,51.234048
3922,3922,TNET.BR,15.28,49.413,32.214,15.9932136
3929,3929,TRMK,29.92,67.05,41.72,31.981658
3954,3954,LRN,41.6,76.63000000000001,42.66,49.82688
3955,3955,PFS,23.89,43.855,26.85,25.769556000000005
3956,3956,SBH,16.3,70.349,38.007,21.0864072
3959,3959,ENJSA.IS,28.26,53.452000000000005,29.256,35.2255488
3964,3964,IMKTA,94.05,397.5,227.9,107.65519
3968,3968,WUW.F,17.3,99.68,56.00000000000001,20.405504
3971,3971,DOKA.SW,397.0,943.531,521.568,483.7315014
3972,3972,MEI,48.55,122.43000000000002,69.96000000000001,55.84239
3974,3974,LIF.TO,36.35,88.821,54.173,39.3546752
3977,3977,NWH-UN.TO,9.64,44.555,25.935,10.8178875
3982,3982,COHU,36.05,82.6652,43.3401,54.78082424999999
3986,3986,REDINGTON.NS,181.05,602.457,341.736,210.3588354
3991,3991,USM,21.47,78.86200000000001,46.636,23.7752424
3998,3998,0778.HK,6.82,15.9467,10.0716,7.236032580000001
4002,4002,FBNC,42.02,78.546,48.018,45.410431800000005
4003,4003,IRWD,11.17,101.4156,52.5228,19.272353760000005
4011,4011,FN.TO,38.1,164.42800000000005,93.324,44.2308492
4018,4018,EGO,9.04,20.301,11.993,10.0680565
4029,4029,DHT,10.38,29.785,19.32,10.92063
4042,4042,KEN,30.67,2948.3412,1500.0481,77.43080605999998
4044,4044,0303.HK,50.25,147.94920000000002,90.11985,54.45211596000001
4048,4048,UCTT,35.75,109.61,61.02,42.95808
4063,4063,PEAB-B.ST,57.4,214.721,137.033,60.6747596
4070,4070,CLS,13.39,32.262,17.6985,16.609426649999996
4071,4071,MHO,59.19,334.665,194.805,66.5334
4075,4075,FCF,16.06,27.195000000000004,16.650000000000002,17.358624000000002
4083,4083,CAR.WA,490.0,1000.025,564.72,573.4519829999999
4093,4093,CMP,38.64,109.392,59.426,49.4276658
4096,4096,BGCP,4.29,7.692039999999999,4.41252,4.909739316
4104,4104,Z25.SI,1.09,5.707680000000001,3.61284,1.1565931800000002
4107,4107,PRAA,40.37,262.43,140.17999999999998,54.887968
4109,4109,HOPE,13.14,25.48,15.6,14.174784000000002
4113,4113,AGIO,28.52,1983.445,1054.78,39.522148
4125,4125,TEG.F,8.18,76.4218,45.0034,9.09301354
4126,4126,GSY.TO,127.54,283.64879999999994,165.91439999999997,142.6764852
4129,4129,SJVN.NS,32.35,95.665,57.76,35.217355
4136,4136,NBHC,41.62,91.485,54.57,45.72645
4145,4145,VRTS,213.06,1141.965,611.82,285.976845
4151,4151,PLUS,55.57,99.53,64.56,58.35417
4156,4156,RCII,27.11,259.235,139.875,35.387815499999995
4162,4162,LOMA,6.8,9.2208,7.4154,6.84222426
4165,4165,CHAMBLFERT.NS,298.2,2291.625,1238.625,386.95995
4175,4175,VEI.OL,111.6,566.6429999999999,326.249,127.1254985
4176,4176,VBTX,27.66,46.12499999999999,28.7,29.61225
4177,4177,MODV,106.88,231.186,119.9655,179.58370275
4189,4189,TSLX,18.94,33.125,23.85,19.32645
4190,4190,SASR,33.73,92.14,55.42,36.827542
4193,4193,GEO,12.28,36.19,20.68,14.11786
4194,4194,ATO.PA,12.01,803.4549999999999,415.615,21.069307
4203,4203,VIVO,33.97,68.425,38.64,39.727233
4209,4209,SUM.NZ,9.98,53.328,29.4415,12.1644299
4212,4212,HMN,36.16,107.463,62.44899999999999,40.7632519
4219,4219,AEFES.IS,46.68,244.3428,125.9664,86.26073088
4220,4220,EGBN,46.79,109.725,67.925,50.15202
4224,4224,KEC.NS,476.8,1262.816,690.368,596.9856512
4235,4235,RC,12.98,29.9052,17.180100000000003,14.838620040000002
4240,4240,AGM,138.68,252.235,148.86,153.943569
4246,4246,ROAD,26.59,67.48599999999999,35.998,36.4052694
4248,4248,GLJ.F,28.32,73.31299999999999,41.249,33.3364064
4254,4254,HBH.DE,81.2,136.08599999999998,101.758,82.2162956
4293,4293,TTMI,14.02,80.02499999999999,44.55,16.8696
4304,4304,GLENMARK.NS,400.4,1956.03,1071.24,498.847314
4313,4313,FDP,28.49,58.19500000000001,31.930000000000003,35.327352000000005
4318,4318,UPST,16.31,67.815,36.63,21.222629999999995
4326,4326,BUSE,24.54,45.92,29.120000000000008,25.999680000000005
4331,4331,BEN.PA,15.26,51.089,26.837,22.8078451
4335,4335,ATEA.OL,119.6,265.364,150.612,138.82866479999998
4337,4337,ECPG,57.38,230.46,133.6,64.84075599999998
4339,4339,CEM.MI,7.97,31.725,17.1,10.369305
4340,4340,PGTI,22.26,53.8992,29.0396,29.20787084
4342,4342,PRIM,25.35,61.56,36.72,27.894240000000003
4363,4363,UPONOR.HE,16.46,48.763,27.709,19.072504
4373,4373,COK.F,32.68,71.2,40.0,38.55296
4374,4374,SWTQ.SW,830.0,1554.235,975.915,883.831998
4376,4376,PBB.DE,8.8,52.5992,28.3346,11.55168194
4392,4392,0777.HK,18.08,141.4274,75.40520000000001,24.8106992
4397,4397,NWC.TO,35.65,100.11,57.81,40.456848
4399,4399,KRO,11.17,26.983000000000004,15.004000000000003,13.363108000000002
4405,4405,HTLD,16.06,30.888,17.864,18.1760392
4406,4406,HNI,31.1,53.295,31.790000000000006,34.207910000000005
4408,4408,ODPV3.SA,12.0,20.876,12.308000000000002,13.334222
4413,4413,LBAI,19.63,35.510000000000005,21.44,21.39779
4419,4419,APLLTD.NS,524.65,5148.856,2739.648,726.9547824000001
4426,4426,PDM,10.4,30.690000000000005,20.46,10.793952
4430,4430,MBUU,60.43,130.9,74.8,69.4807
4436,4436,PHM.MC,63.1,778.211,409.703,93.1481866
4438,4438,IAG,2.61,55.09696,28.09023,6.149487975
4449,4449,RBLBANK.NS,169.25,663.0799999999999,358.16,219.96832
4453,4453,TDS,11.51,353.274,181.972,21.5260848
4454,4454,SAFT,84.41,353.43,201.96,97.01882999999998
4456,4456,SSP,14.37,92.34,55.080000000000005,15.788520000000002
4457,4457,DAC,60.84,93.525,64.5,62.648205
4459,4459,SNCY,20.84,233.856,120.448,39.0125952
4467,4467,SRCE,49.67,103.455,61.71,54.664170000000006
4475,4475,PSG.MC,2.124,47.1785,25.242,2.8640655
4488,4488,STC,46.44,146.70499999999998,95.16,48.79329
4489,4489,KFRC,58.97,108.955,62.26,67.82378
4497,4497,MED,107.02,420.98,234.36,128.42927999999998
4499,4499,USNA,61.13,234.46500000000003,133.98,70.38517499999999
4500,4500,NATCOPHARM.NS,524.85,1491.6,818.4,650.7916799999999
4502,4502,BRKL,13.45,23.78,15.08,14.226472
4504,4504,FRG,31.07,192.5,110.0,35.7075
4526,4526,KTY.WA,500.0,1898.398,1062.444,593.9111376
4527,4527,HLX,8.23,41.98,21.540000000000003,16.51761
4530,4530,SPNT,7.2,77.38499999999999,44.22,8.298284999999998
4533,4533,2356.HK,6.49,38.5734,23.6592,6.99839136
4536,4536,DPM.TO,8.14,391.035,199.12,19.930995000000003
4538,4538,EIG,43.12,170.43,101.66,47.42738000000001
4544,4544,DFH,12.34,98.423,52.31899999999999,17.236285499999997
4545,4545,LB.TO,35.35,69.165,41.87,38.433056
4547,4547,GABC,38.96,69.16499999999999,41.76,42.445908
4556,4556,IRBT,41.46,463.8,248.4,55.72224
4560,4560,TL5.MC,3.296,13.395,8.264999999999999,3.541695
4566,4566,CE2.F,11.98,70.65799999999999,38.024,15.7450916
4570,4570,BDN,6.63,32.93,21.36,6.952680000000001
4572,4572,HOLI,18.1,44.9792,25.5696,21.042141120000004
4577,4577,PRG,22.24,183.82,101.92,26.86684
4584,4584,LPRO,8.79,117.705,61.74,13.325004
4587,4587,TMP,76.28,156.55499999999998,95.85,82.331316
4596,4596,SHYF,30.75,59.675,34.1,35.240025
4600,4600,JELD,12.89,77.16499999999999,41.74499999999999,16.683578999999998
4609,4609,COWN,38.91,340.005,202.81,42.78098
4613,4613,MGL.NS,901.35,6796.484,3557.852,1390.8003316
4618,4618,GTN,11.53,294.634,157.162,15.7812844
4622,4622,CWH,25.01,240.711,128.853,33.6724407
4626,4626,PNL.AS,1.875,7.3530000000000015,4.859,1.9554164
4634,4634,CAF.MC,28.5,106.113,57.539,36.4720976
4635,4635,FINCABLES.NS,564.4,1670.559,899.712,741.6593118000001
4636,4636,BSIG,26.18,196.874,107.952,32.5736856
4638,4638,GIC,27.76,89.0,50.0,32.7332
4653,4653,CUBI,31.96,135.375,80.75,35.112
4660,4660,PFBC,72.14,142.215,84.83,79.37094000000002
4686,4686,AMSF,53.68,139.65,83.30000000000001,59.07440000000001
4697,4697,KREF,15.04,91.372,51.516000000000005,17.680863600000002
4714,4714,FTK.DE,8.08,109.8576,60.86879999999999,9.78940512
4725,4725,WOW,11.33,31.076000000000004,16.0055,21.20503075000001
4738,4738,KALPATPOWR.NS,494.7,1940.661,1065.1229999999998,612.8645355
4743,4743,OPK,1.25,6.1425,3.591,1.3992048000000004
4761,4761,CNOB,23.91,70.39500000000001,41.99,26.300560000000004
4770,4770,OSTK,20.76,161.602,86.136,28.548147600000004
4771,4771,AMWD,57.03,99.225,60.75,61.58592
4778,4778,PRDO,14.07,60.445,34.54,16.195335
4791,4791,PPGN.SW,24.94,51.5514,29.928200000000004,28.09206718
4792,4792,QNST,17.16,33.345,18.24,21.453375
4793,4793,IRS,6.15,99.015,57.400000000000006,6.940233999999999
4794,4794,KNRCON.NS,262.65,480.573,278.154,297.25629480000003
4795,4795,SHEN,18.71,188.517,103.306,23.2878044
4815,4815,CEPU,6.17,33.173,17.934,7.9951536
4819,4819,HCSG,12.51,36.57,22.08,13.643094
4824,4824,LPG,22.51,58.905,33.660000000000004,25.89984
4827,4827,SF.ST,18.0,66.038,37.914,20.5895448
4828,4828,RWT,7.88,256.9644,138.87719999999996,10.20067776
4829,4829,SAVE.PA,61.8,151.65599999999998,91.448,67.4220544
4831,4831,RBCAA,45.6,104.025,62.04999999999999,50.107200000000006
4837,4837,0440.HK,21.8,52.8,40.92,21.969948
4840,4840,QCRH,52.5,120.26999999999998,71.74,57.70006
4842,4842,FFWM,15.61,47.025,29.26,16.705161
4844,4844,LVC.WA,145.0,271.26,146.52,188.6742
4845,4845,BBAR,4.37,42.54768,22.89084,5.763810611999999
4850,4850,PFC,25.04,93.28,56.32,27.279648
4854,4854,IMOS,23.69,65.55,39.1,26.059
4861,4861,INVA,12.26,107.0986,59.7918,14.6286972
4864,4864,NX,26.26,54.285,31.02,30.176114999999992
4879,4879,CDRE,23.28,132.088,68.464,39.8004992
4888,4888,MYE,23.51,49.47,27.54,28.2132
4890,4890,PEBO,30.27,63.21,38.7,32.68447200000001
4904,4904,SCHN,31.54,58.14,34.68,34.692240000000005
4924,4924,NMM,27.49,508.43459999999993,272.9448,36.61350192
4927,4927,CAPL,22.07,35.875,25.83,22.511706
4930,4930,PRLB,34.43,110.565,60.48,43.04474999999999
4941,4941,UVSP,28.11,44.220000000000006,29.48,29.20985600000001
4945,4945,PON1V.HE,26.75,221.805,115.275,44.392561500000006
4947,4947,STKL,7.49,68.145,36.135,10.5885
4969,4969,DIC.DE,8.83,47.256,26.048,10.7995888
4976,4976,BXC,87.54,500.17500000000007,273.6,109.44
4980,4980,COCO,15.5,51.91199999999999,27.936,20.5165152
4986,4986,TOKMAN.HE,12.98,33.517,20.086,14.2296968
5000,5000,CTBI,43.51,79.735,51.72,45.662295
5012,5012,NBCC.NS,34.9,91.839,49.247,46.7050199
5032,5032,CEATLTD.NS,1514.55,3002.6248,1726.4274,1727.790369
5036,5036,WASH,43.98,83.065,53.88,46.10781
5038,5038,YALA,4.79,49.77,26.04,7.4214
5039,5039,PFI.NZ,2.35,3.632,2.4402500000000003,2.4375543750000004
5040,5040,0435.HK,3.5,14.065,9.7,3.606751
